StartTime,EndTime,AreaID,UnitName,Load
2022-01-18T10:15+00:00Z,2022-01-18T10:30+00:00Z,10Y1001A1001A83F,MAW,72429
2022-01-18T10:30+00:00Z,2022-01-18T10:45+00:00Z,10Y1001A1001A83F,MAW,72628
2022-01-18T10:45+00:00Z,2022-01-18T11:00+00:00Z,10Y1001A1001A83F,MAW,72540
2022-01-18T11:00+00:00Z,2022-01-18T11:15+00:00Z,10Y1001A1001A83F,MAW,72463
2022-01-18T11:15+00:00Z,2022-01-18T11:30+00:00Z,10Y1001A1001A83F,MAW,72690
2022-01-18T11:30+00:00Z,2022-01-18T11:45+00:00Z,10Y1001A1001A83F,MAW,72612
2022-01-18T11:45+00:00Z,2022-01-18T12:00+00:00Z,10Y1001A1001A83F,MAW,72620
2022-01-18T12:00+00:00Z,2022-01-18T12:15+00:00Z,10Y1001A1001A83F,MAW,72338
2022-01-18T12:15+00:00Z,2022-01-18T12:30+00:00Z,10Y1001A1001A83F,MAW,72118
2022-01-18T12:30+00:00Z,2022-01-18T12:45+00:00Z,10Y1001A1001A83F,MAW,71563
2022-01-18T12:45+00:00Z,2022-01-18T13:00+00:00Z,10Y1001A1001A83F,MAW,71416
2022-01-18T13:00+00:00Z,2022-01-18T13:15+00:00Z,10Y1001A1001A83F,MAW,71331
2022-01-18T13:15+00:00Z,2022-01-18T13:30+00:00Z,10Y1001A1001A83F,MAW,71208
2022-01-18T13:30+00:00Z,2022-01-18T13:45+00:00Z,10Y1001A1001A83F,MAW,70852
2022-01-18T13:45+00:00Z,2022-01-18T14:00+00:00Z,10Y1001A1001A83F,MAW,71097
2022-01-18T14:00+00:00Z,2022-01-18T14:15+00:00Z,10Y1001A1001A83F,MAW,70856
2022-01-18T14:15+00:00Z,2022-01-18T14:30+00:00Z,10Y1001A1001A83F,MAW,70513
2022-01-18T14:30+00:00Z,2022-01-18T14:45+00:00Z,10Y1001A1001A83F,MAW,70236
